,Enzyme Common Name,,EnzymeId
9470,GTPase activity,primary,1171
9471,ubiquitin-protein ligase activity,primary,1480
9472,NADH dehydrogenase (ubiquinone) activity,primary,32
9473,ORF,primary,
9474,Rho guanyl-nucleotide exchange factor activity//guanyl-nucleotide exchange factor activity,primary,
9475,protein binding,primary,
9476,cyclin-dependent protein kinase inhibitor activity,primary,
9477,ORF,primary,
9478,endoribonuclease activity//ribonuclease activity//RNA binding,primary,
9479,ORF,primary,
9480,translation elongation factor activity,primary,
9481,zinc ion binding,primary,
9482,GTPase activator activity,primary,656
9483,ORF,primary,
9484,ORF,primary,
9485,ORF,primary,
9486,ORF,primary,
9487,"ATPase activity, coupled",primary,641
9488,retinol dehydratase activity//sulfotransferase activity,primary,
9489,prenyl protein specific endopeptidase activity,primary,
9490,carnitine O-acetyltransferase activity,primary,810
9491,protein tyrosine phosphatase activity,primary,1490
9492,NADH dehydrogenase (ubiquinone) activity,primary,180
9493,ORF,primary,
9494,ORF,primary,
9495,electron carrier activity//heme binding//monooxygenase activity//iron ion binding,primary,
9496,nucleic acid binding,primary,
9497,neprilysin activity,primary,211
9498,ORF,primary,
9499,RNA polymerase II transcription factor activity//transcription factor activity//sequence-specific DNA binding,primary,
9500,ORF,primary,
9501,ATP-dependent helicase activity,primary,641
9502,ORF,primary,
9503,transporter activity,primary,
9504,transcription repressor activity//DNA binding//specific RNA polymerase II transcription factor activity//RNA polymerase II transcription factor activity,primary,
9505,zinc ion binding//nucleic acid binding,primary,
9506,ORF,primary,
9507,transcription regulator activity//RNA polymerase II transcription mediator activity//protein binding//transcription coactivator activity,primary,
9508,ORF,primary,
9509,ORF,primary,
9510,ORF,primary,
9511,ORF,primary,
9512,ORF,primary,
9513,ORF,primary,
9514,odorant binding,primary,
9515,protein binding,primary,
9516,protein binding,primary,
9517,small GTPase regulator activity//Rab GTPase binding//zinc ion binding,primary,
9518,ORF,primary,
9519,ORF,primary,
9520,ORF,primary,
9521,ORF,primary,
9522,cathepsin L activity,primary,1190
9523,ORF,primary,
9524,ORF,primary,
9525,transcription factor activity//general RNA polymerase II transcription factor activity,primary,
9526,ORF,primary,
9527,zinc ion binding//general RNA polymerase II transcription factor activity,primary,
9528,methionyl aminopeptidase activity,primary,663
9529,protein binding//RNA binding,primary,
9530,ORF,primary,
9531,protein binding,primary,
9532,transcription factor activity//zinc ion binding,primary,
9533,ORF,primary,
9534,ORF,primary,
9535,ORF,primary,
9536,protein serine/threonine kinase activity,primary,1451
9537,phospholipase A2 activity,primary,218
9538,ORF,primary,
9539,"hydrogen ion transporting ATPase activity, rotational mechanism",primary,870
9540,ORF,primary,
9541,chitin binding//hyaluronic acid binding//structural constituent of peritrophic membrane,primary,
9542,ORF,primary,
9543,ORF,primary,
9544,binding//oxidoreductase activity,primary,
9545,5'-nucleotidase activity,primary,235
9546,vitamin E binding,primary,
9547,transporter activity,primary,
9548,transmembrane transporter activity,primary,
9549,octopamine receptor activity,primary,
9550,ORF,primary,
9551,ORF,primary,
9552,ORF,primary,
9553,"hydrogen ion transporting ATPase activity, rotational mechanism",primary,1338
9554,ORF,primary,
9555,ORF,primary,
9556,DNA-directed DNA polymerase activity,primary,1384
9557,ORF,primary,
9558,ORF,primary,
9559,ORF,primary,
9560,ORF,primary,
9561,structural constituent of chitin-based cuticle//structural constituent of chitin-based larval cuticle,primary,
9562,ORF,primary,
9563,chitin binding,primary,641
9564,ORF,primary,
9565,structural constituent of chitin-based cuticle//structural constituent of chitin-based larval cuticle,primary,
9566,zinc ion binding//nucleic acid binding,primary,
9567,ORF,primary,
9568,amino acid transmembrane transporter activity,primary,
9569,GTPase activity,primary,1171
9570,ORF,primary,
9571,phosphatidate phosphatase activity,primary,867
9572,amino acid transmembrane transporter activity,primary,
9573,binding,primary,
9574,ORF,primary,
9575,phosphatidylethanolamine binding,primary,
9576,binding//Mo-molybdopterin cofactor sulfurase activity,primary,
9577,G-protein coupled receptor activity//rhodopsin-like receptor activity,primary,
9578,binding,primary,
9579,ORF,primary,
9580,cholecystokinin receptor activity//G-protein coupled receptor activity//gastrin receptor activity//neuropeptide receptor activity//neuropeptide Y receptor activity,primary,
9581,ORF,primary,
9582,ORF,primary,
9583,zinc ion binding//nucleic acid binding//calcium ion binding,primary,
9584,electron carrier activity//heme binding//monooxygenase activity//iron ion binding,primary,
9585,protein binding//zinc ion binding,primary,
9586,protein tyrosine phosphatase activity,primary,1490
9587,neprilysin activity,primary,211
9588,ORF,primary,
9589,ORF,primary,
9590,ORF,primary,
9591,water transporter activity,primary,
9592,ORF,primary,
9593,structural constituent of chorion,primary,
9594,transmembrane receptor protein tyrosine kinase activity,primary,1066
9595,ORF,primary,
9596,L-malate dehydrogenase activity,primary,1288
9597,G-protein coupled receptor activity//allatostatin receptor activity//neuropeptide receptor activity//galanin receptor activity,primary,
9598,zinc ion binding,primary,
9599,protein binding//zinc ion binding,primary,
9600,structural constituent of ribosome,primary,
9601,translation release factor activity,primary,
9602,"hydrogen ion transporting ATPase activity, rotational mechanism",primary,1338
9603,electron carrier activity//heme binding//monooxygenase activity//iron ion binding//serine-type endopeptidase activity,primary,
9604,serine-type endopeptidase activity,primary,
9605,ORF,primary,
9606,ORF,primary,
9607,ORF,primary,
9608,ORF,primary,
9609,protein kinase CK2 regulator activity,primary,
9610,ORF,primary,
9611,phosphoglucomutase activity,primary,651
9612,binding,primary,
9613,ORF,primary,
9614,translation initiation factor activity//translation regulator activity,primary,
9615,zinc ion binding//nucleic acid binding,primary,
9616,transmembrane receptor activity,primary,
9617,ORF,primary,
9618,ORF,primary,
9619,ORF,primary,
9620,microtubule motor activity//sequence-specific DNA binding//ATP binding,primary,
9621,ORF,primary,
9622,signal transducer activity//receptor binding,primary,
9623,ORF,primary,
9624,scavenger receptor activity,primary,
9625,ORF,primary,
9626,GTPase activity,primary,641
9627,sequence-specific DNA binding//specific RNA polymerase II transcription factor activity//protein binding//translation regulator activity//transcription factor activity//morphogen activity,primary,
9628,binding//oxidative phosphorylation uncoupler activity//transmembrane transporter activity,primary,
9629,beta-N-acetylhexosaminidase activity,primary,755
9630,NADH dehydrogenase activity,primary,1214
9631,structural constituent of ribosome,primary,
9632,alpha2-adrenergic receptor activity,primary,
9633,ORF,primary,
9634,metal ion binding//dioxygenase activity,primary,
9635,chitin binding,primary,
9636,dipeptidyl-peptidase IV activity,primary,980
9637,SNAP receptor activity,primary,
9638,ORF,primary,
9639,proton-dependent oligopeptide secondary active transmembrane transporter activity,primary,
9640,transporter activity,primary,
9641,Rho guanyl-nucleotide exchange factor activity,primary,
9642,dipeptidase E activity,primary,525
9643,ORF,primary,
9644,ORF,primary,
9645,insulin-like growth factor binding,primary,
9646,RNA polymerase II transcription factor activity//transcription factor activity//sequence-specific DNA binding//specific RNA polymerase II transcription factor activity,primary,
9647,protein serine/threonine kinase activity,primary,1451
9648,ORF,primary,
9649,acetylglucosaminyltransferase activity,primary,1369
9650,ORF,primary,
9651,binding//galactose binding,primary,
9652,ORF,primary,
9653,ORF,primary,
9654,neprilysin activity,primary,211
9655,protein binding,primary,
9656,heme binding//transition metal ion binding,primary,
9657,ORF,primary,
9658,hydrolase activity//chitin binding//zinc ion binding,primary,
9659,ORF,primary,
9660,dihydrolipoyllysine-residue acetyltransferase activity,primary,1554
9661,ORF,primary,
9662,carboxypeptidase A activity,primary,1442
9663,ORF,primary,
9664,ORF,primary,
9665,glutathione transferase activity,primary,650
9666,ORF,primary,
9667,serine-type endopeptidase activity,primary,
9668,calcium-dependent protein serine/threonine phosphatase activity,primary,1547
9669,ATP-dependent helicase activity,primary,641
9670,sequence-specific DNA binding//DNA binding//transcription factor activity,primary,
9671,phospholipase A2 activity,primary,218
9672,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides//GTP binding",primary,
9673,ORF,primary,
9674,protein binding//transcription factor activity,primary,
9675,DNA binding,primary,
9676,"ATPase activity, coupled",primary,641
9677,phospholipase activity,primary,
9678,protein serine/threonine kinase activity,primary,1451
9679,protein serine/threonine kinase activity,primary,1451
9680,ORF,primary,
9681,ORF,primary,
9682,ORF,primary,
9683,sodium channel activity,primary,
9684,ORF,primary,
9685,transporter activity,primary,
9686,serine-type endopeptidase activity,primary,
9687,G-protein coupled receptor activity,primary,
9688,"hydrogen ion transporting ATPase activity, rotational mechanism",primary,1338
9689,ORF,primary,
9690,actin binding,primary,
9691,ORF,primary,
9692,electron carrier activity//iron-sulfur cluster binding,primary,
9693,DNA-(apurinic or apyrimidinic site) lyase activity,primary,1379
9694,unfolded protein binding//heat shock protein binding,primary,
9695,ORF,primary,
9696,two-component sensor activity,primary,
9697,beta-catenin binding//signal transducer activity,primary,
9698,DNA binding,primary,
9699,ORF,primary,
9700,ORF,primary,
9701,ORF,primary,
9702,sodium channel activity,primary,
9703,protein binding//zinc ion binding,primary,
9704,high affinity inorganic phosphate:sodium symporter activity,primary,
9705,ORF,primary,
9706,N-acetyltransferase activity//protein binding//zinc ion binding,primary,
9707,mRNA binding//RNA binding//transcription factor binding,primary,
9708,ORF,primary,
9709,secondary active organic cation transmembrane transporter activity,primary,
9710,zinc ion binding,primary,
9711,SH3/SH2 adaptor activity//insulin receptor binding,primary,
9712,ORF,primary,
9713,protein kinase CK2 regulator activity,primary,
9714,sugar binding//binding//galactose binding,primary,
9715,ORF,primary,
9716,ORF,primary,
9717,adenylate kinase activity,primary,1270
9718,ORF,primary,
9719,ORF,primary,
9720,ORF,primary,
9721,serine-type endopeptidase inhibitor activity,primary,
9722,ORF,primary,
9723,serine-type endopeptidase inhibitor activity,primary,
9724,ORF,primary,
9725,taste receptor activity,primary,
9726,protein serine/threonine kinase activity,primary,1553
9727,ORF,primary,
9728,ORF,primary,
9729,ORF,primary,
9730,ORF,primary,
9731,binding,primary,
9732,protein tyrosine phosphatase activity,primary,1490
9733,structural molecule activity,primary,
9734,DNA binding,primary,
9735,ORF,primary,
9736,ORF,primary,
9737,nitrilase activity,primary,422
9738,serine-type endopeptidase inhibitor activity,primary,
9739,ORF,primary,
9740,ORF,primary,
9741,binding,primary,
9742,ORF,primary,
9743,serine-type peptidase activity,primary,
9744,ORF,primary,
9745,trypsin activity,primary,823
9746,ubiquitin-protein ligase activity,primary,1480
9747,serine-tRNA ligase activity,primary,1428
9748,ORF,primary,
9749,ORF,primary,
9750,ORF,primary,
9751,beta-glucuronidase activity,primary,251
9752,sodium channel activity,primary,
9753,ORF,primary,
9754,ORF,primary,
9755,ORF,primary,
9756,ORF,primary,
9757,ORF,primary,
9758,transcription factor activity,primary,
9759,adenosine kinase activity,primary,825
9760,endopeptidase activity//threonine endopeptidase activity,primary,
9761,protein binding,primary,
9762,ORF,primary,
9763,ORF,primary,
9764,serine-type endopeptidase inhibitor activity,primary,
9765,ORF,primary,
9766,cytochrome-c oxidase activity,primary,1456
9767,ORF,primary,
9768,transcription factor activity,primary,
9769,ORF,primary,
9770,ORF,primary,
9771,ORF,primary,
9772,ORF,primary,
9773,structural constituent of cytoskeleton//ATP binding//actin binding,primary,
9774,ORF,primary,
9775,structural constituent of ribosome,primary,
9776,zinc ion binding//protein phosphatase regulator activity//nucleic acid binding,primary,
9777,microtubule binding//binding//protein binding,primary,
9778,endopeptidase inhibitor activity//protein binding,primary,
9779,homocysteine S-methyltransferase activity,primary,805
9780,ORF,primary,
9781,ORF,primary,
9782,GTPase activity,primary,1171
9783,procollagen C-endopeptidase activity,primary,712
9784,phosphopantetheine binding,primary,
9785,ORF,primary,
9786,mRNA binding,primary,
9787,taste receptor activity,primary,
